datetime,portfolio_value,cash,return
2023-06-01 09:30:00-04:00,100000.0,100000.0,
2023-06-02 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-03 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-06 09:30:00-04:00,100000.0,100000.0,0.0
2023-06-07 09:30:00-04:00,100207.08871459961,50079.60842895508,0.0020708871459960143
2023-06-08 09:30:00-04:00,99994.14785766602,50079.60842895508,-0.0021250079177539405
2023-06-09 09:30:00-04:00,100384.92742919922,50079.60842895508,0.00390802441848348
2023-06-10 09:30:00-04:00,100384.92742919922,50079.60842895508,0.0
2023-06-12 09:30:00-04:00,100497.25,50079.60842895508,0.001118918683086223
2023-06-13 09:30:00-04:00,100242.0503540039,125490.6107788086,-0.00253936944539368
2023-06-14 09:30:00-04:00,100144.03021240234,125490.6107788086,-0.0009778345639919195
2023-06-15 09:30:00-04:00,100183.47155761719,125490.6107788086,0.00039384619463778137
2023-06-16 09:30:00-04:00,99795.45141601562,125490.6107788086,-0.003873095387580072
2023-06-17 09:30:00-04:00,99795.45141601562,125490.6107788086,0.0
2023-06-20 09:30:00-04:00,100023.50607080078,125395.6067788086,0.0022852209349149
2023-06-21 09:30:00-04:00,100098.32656640625,125395.6067788086,0.000748029123799343
2023-06-22 09:30:00-04:00,100226.50607080078,125395.6067788086,0.0012805359369270075
2023-06-23 09:30:00-04:00,100285.66720361328,125395.6067788086,0.0005902743209535988
2023-06-24 09:30:00-04:00,100285.66720361328,125395.6067788086,0.0
2023-06-26 09:30:00-04:00,100303.64706201172,125395.6067788086,0.00017928642147757579
2023-06-27 09:30:00-04:00,100319.30642480469,125395.6067788086,0.00015611957542560617
2023-06-28 09:30:00-04:00,100162.7074868164,125395.6067788086,-0.0015610049906561452
2023-06-29 09:30:00-04:00,100293.74801416016,37515.509244628905,0.0013082766094456577
2023-06-30 09:30:00-04:00,100058.10754174805,119040.02764672851,-0.002349503105406381
2023-07-01 09:30:00-04:00,100058.10754174805,119040.02764672851,0.0
2023-07-03 09:30:00-04:00,99994.46706933594,119040.02764672851,-0.000636035139736757
2023-07-04 09:30:00-04:00,99994.46706933594,119040.02764672851,0.0
2023-07-05 09:30:00-04:00,100037.89748925781,119040.02764672851,0.00043432823029854184
2023-07-06 09:30:00-04:00,100144.96706933594,119040.02764672851,0.0010702901876722404
2023-07-07 09:30:00-04:00,100178.93743676758,119040.02764672851,0.0003392119287244366
2023-07-08 09:30:00-04:00,100178.93743676758,119040.02764672851,0.0
2023-07-10 09:30:00-04:00,100198.28796166992,119040.02764672851,0.00019315961416088712
2023-07-11 09:30:00-04:00,100507.01061791992,40605.80895776367,0.003081117078248985
2023-07-12 09:30:00-04:00,101314.85094995117,40605.80895776367,0.00803765157340397
2023-07-13 09:30:00-04:00,101520.20812768555,40605.80895776367,0.0020269207900807107
2023-07-14 09:30:00-04:00,101871.0904519043,40605.80895776367,0.003456280583836291
2023-07-15 09:30:00-04:00,101871.0904519043,40605.80895776367,0.0
2023-07-17 09:30:00-04:00,101687.48962182617,40605.80895776367,-0.0018022859013647752
2023-07-18 09:30:00-04:00,101935.45873803711,20394.95873803711,0.002438541035216124
2023-07-19 09:30:00-04:00,102751.77050561523,20394.95873803711,0.008008123745005813
2023-07-20 09:30:00-04:00,102599.73116845703,20394.95873803711,-0.0014796760815901644
2023-07-21 09:30:00-04:00,102561.71719140625,20394.95873803711,-0.0003705075697358895
2023-07-22 09:30:00-04:00,102561.71719140625,20394.95873803711,0.0
2023-07-24 09:30:00-04:00,102454.92785424805,20394.95873803711,-0.0010412202533515158
2023-07-25 09:30:00-04:00,102554.48116845703,20394.95873803711,0.0009716791207017295
2023-07-26 09:30:00-04:00,102654.02895898437,20394.95873803711,0.000970682015969837
2023-07-27 09:30:00-04:00,103477.57674951172,20394.95873803711,0.00802255692133036
2023-07-28 09:30:00-04:00,102909.23962182617,20394.95873803711,-0.0054923698982758395
2023-07-29 09:30:00-04:00,102909.23962182617,20394.95873803711,0.0
2023-07-31 09:30:00-04:00,103186.1694008789,20394.95873803711,0.002691009865298799
2023-08-01 09:30:00-04:00,103211.24972314453,113249.18948144531,0.00024305895267984212
2023-08-02 09:30:00-04:00,103652.16811914061,169826.6681191406,0.004271999391333825
2023-08-03 09:30:00-04:00,102677.899717041,18894.41811914061,-0.00939940205572698
2023-08-04 09:30:00-04:00,103179.0583474121,18894.41811914061,0.004880881199870402
2023-08-05 09:30:00-04:00,103179.0583474121,18894.41811914061,0.0
2023-08-07 09:30:00-04:00,102803.18652124022,18894.41811914061,-0.0036429080880567843
