datetime,portfolio_value,cash,return
2023-12-01 09:30:00-05:00,100000.0,100000.0,
2023-12-02 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-04 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-05 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-06 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-07 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-08 09:30:00-05:00,100000.0,100000.0,0.0
2023-12-09 09:30:00-05:00,100000.0,50136.860931396484,0.0
2023-12-11 09:30:00-05:00,100243.07119750977,50136.860931396484,0.002430711975097699
2023-12-12 09:30:00-05:00,100136.37106323242,125526.02133178711,-0.0010644140587743323
2023-12-13 09:30:00-05:00,99979.07186889648,125526.02133178711,-0.001570849758841475
2023-12-14 09:30:00-05:00,99538.52133178711,125526.02133178711,-0.004406427554029202
2023-12-15 09:30:00-05:00,99704.07186889648,125526.02133178711,0.0016631805947524558
2023-12-16 09:30:00-05:00,99704.07186889648,125526.02133178711,0.0
2023-12-18 09:30:00-05:00,99517.29072753906,125421.19133178711,-0.0018733551986024333
2023-12-19 09:30:00-05:00,99432.04139892578,125421.19133178711,-0.000856628310417773
2023-12-20 09:30:00-05:00,99353.39180175781,125421.19133178711,-0.0007909884586642102
2023-12-21 09:30:00-05:00,99498.0420703125,125421.19133178711,0.001455916762693965
2023-12-22 09:30:00-05:00,99022.40229980467,188108.07954589842,-0.004780393268158045
2023-12-23 09:30:00-05:00,99022.40229980467,281932.3566455078,0.0
2023-12-26 09:30:00-05:00,98941.33381835936,281932.3566455078,-0.0008186882923710836
2023-12-27 09:30:00-05:00,98412.51570312498,281932.3566455078,-0.005344764365166177
2023-12-28 09:30:00-05:00,97430.43403808592,422662.59736816405,-0.009979235446044732
2023-12-29 09:30:00-05:00,97696.4240283203,422662.59736816405,0.002730050346798185
2023-12-30 09:30:00-05:00,97696.4240283203,-113865.1316357422,0.0
