2024-05-21 09:32:55,762: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-05-21 09:32:58,957: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-05-21 09:32:58,960: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-21 09:32:58,963: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-05-21 09:32:58,964: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-21 09:32:58,974: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 09:32:58[0m
2024-05-21 09:32:58,975: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:58,994: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,530: root: INFO: [32mNew market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-05-21 09:32:59,534: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-21 09:32:59[0m
2024-05-21 09:32:59,534: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,534: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,536: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,536: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-21 09:32:59,536: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-21 09:32:59,537: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-05-21 09:32:59,537: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-05-21 09:32:59,544: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-21 09:32:59,546: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-05-21 09:32:59,547: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-05-21 09:32:59,549: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-05-21 09:32:59,550: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,550: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,551: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,552: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,552: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,555: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,558: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,558: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,560: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,560: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,560: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,561: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,563: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-21 09:32:59,564: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,564: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,565: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,566: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,566: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,567: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,569: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-21 09:32:59,569: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-05-21 09:32:59,569: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,569: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,570: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,570: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,571: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,572: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,574: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-05-21 09:32:59,578: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,579: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,581: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-21 09:32:59,581: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,581: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,582: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,583: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:32:59,583: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,584: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,587: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-05-21 09:32:59,587: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-21 09:32:59,593: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 09:32:59[0m
2024-05-21 09:32:59,593: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:32:59,596: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
