2024-05-21 11:27:30,430: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-05-21 11:27:34,570: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-05-21 11:27:34,570: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-21 11:27:34,570: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-05-21 11:27:34,570: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-21 11:27:34,580: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 11:27:34[0m
2024-05-21 11:27:34,610: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 11:27:34,661: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 11:28:01,554: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-21 11:28:01[0m
2024-05-21 11:28:01,560: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-21 11:28:01,561: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-05-21 11:28:01,564: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-05-21 11:28:01,564: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 11:28:01[0m
2024-05-21 11:28:01,564: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 11:28:01,570: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 11:28:04,389: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-21 11:28:04[0m
2024-05-21 11:28:04,394: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-21 11:28:04,400: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-05-21 11:28:04,400: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-05-21 11:28:04,401: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-05-21 11:28:04,416: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
