2024-05-21 09:39:25,195: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-05-21 09:39:28,963: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-05-21 09:39:28,965: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-21 09:39:28,968: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-05-21 09:39:28,968: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-21 09:39:28,971: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 09:39:28[0m
2024-05-21 09:39:28,972: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,005: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,538: root: INFO: [32mNew market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-05-21 09:39:29,548: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,548: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,549: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,552: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,553: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-21 09:39:29,554: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-21 09:39:29,554: root: INFO: [32mFilled Transaction: buy 106 of SPY at 469.48999023 USD per share[0m
2024-05-21 09:39:29,554: root: INFO: market order of | 106 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-05-21 09:39:29,567: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-21 09:39:29,569: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-05-21 09:39:29,570: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-05-21 09:39:29,572: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-05-21 09:39:29,572: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,573: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,574: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,574: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,574: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,575: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,578: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,578: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,581: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,581: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,581: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,583: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,585: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-21 09:39:29,586: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,586: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,587: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,587: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,588: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,589: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,590: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-21 09:39:29,591: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-05-21 09:39:29,591: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,591: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,592: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,593: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,593: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,596: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,601: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-05-21 09:39:29,601: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,604: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,606: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-21 09:39:29,606: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,606: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,607: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,608: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,608: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,609: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,616: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-05-21 09:39:29,616: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-21 09:39:29,620: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,621: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,622: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,623: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,623: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,623: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,624: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,624: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,624: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,625: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,630: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-21 09:39:29,632: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-05-21 09:39:29,632: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-05-21 09:39:29,635: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,635: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,636: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,637: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,637: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,637: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,638: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,639: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,639: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,639: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,641: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-21 09:39:29,642: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-05-21 09:39:29,645: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-05-21 09:39:29,649: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,649: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,652: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,653: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,653: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,653: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,655: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,656: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,656: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,658: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,665: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-21 09:39:29,668: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-05-21 09:39:29,668: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-05-21 09:39:29,671: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,671: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,672: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,673: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-21 09:39:29[0m
2024-05-21 09:39:29,673: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,673: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,675: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,675: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-21 09:39:29,675: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,676: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-21 09:39:29,683: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-21 09:39:29,684: root: INFO: Current backtesting datetime 2023-12-21 16:00:00-05:00
2024-05-21 09:39:29,685: root: INFO: Current backtesting datetime 2023-12-22 09:30:00-05:00
2024-05-21 09:39:29,687: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-21 09:39:29[0m
